mes,arquivo_local,arquivo_fonte,url,sha256,bytes,data_download
2020-06,dados/bruto/pdf/2020-06.pdf,2020_06_2.pdf,https://www.fenabrave.org.br/portal/files/2020_06_2.pdf,d5f7df81ad93d7d661f0eea875e692078b69a4d0c33cc04d881c9e1bf948b38e,1190331,2026-09-12T00:59:19+00:00
2020-07,dados/bruto/pdf/2020-07.pdf,2020_07_2.pdf,https://www.fenabrave.org.br/portal/files/2020_07_2.pdf,72c97c4e5f7614de62e5bc54743012094aa29ef2168043d5748eafcb0498017c,619277,2026-09-12T00:59:22+00:00
2020-08,dados/bruto/pdf/2020-08.pdf,2020_08_2.pdf,https://www.fenabrave.org.br/portal/files/2020_08_2.pdf,4f58397217070f9cbefff08cba0a80d73dd9a96a75d3f4e144f6394eee494b28,673617,2026-09-12T00:59:25+00:00
2020-09,dados/bruto/pdf/2020-09.pdf,2020_09_2.pdf,https://www.fenabrave.org.br/portal/files/2020_09_2.pdf,1afcb8f4954fe16525a8e6e4f722c73bee74c3d2d5059b49f0acfb45fd7c35ea,1110394,2026-09-12T00:59:29+00:00
2020-10,dados/bruto/pdf/2020-10.pdf,2020_10_2.pdf,https://www.fenabrave.org.br/portal/files/2020_10_2.pdf,7c883ce5b62bc7fd215a6f9be80ac62449fa2f021b287d633e09c2d7e379d219,742645,2026-09-12T00:59:32+00:00
2020-11,dados/bruto/pdf/2020-11.pdf,2020_11_2.pdf,https://www.fenabrave.org.br/portal/files/2020_11_2.pdf,29ea6a6cfdc37d3f2b934b3db8172a32f9f527d3cd13dead64bbbed17a781e4c,743141,2026-09-12T00:59:35+00:00
2020-12,dados/bruto/pdf/2020-12.pdf,2020_12_2.pdf,https://www.fenabrave.org.br/portal/files/2020_12_2.pdf,eab37f9f93481dcbcab10c6f67420a5bc220145cf627e5e6e9beaa2e76a09a6e,1146697,2026-09-12T00:59:40+00:00
2021-01,dados/bruto/pdf/2021-01.pdf,2021_01_2.pdf,https://www.fenabrave.org.br/portal/files/2021_01_2.pdf,d1ab2864517a2fa98d8124ca5baf4c0ddc4e9f62a168f0be00e0af2087336095,559572,2026-09-12T00:59:43+00:00
2021-02,dados/bruto/pdf/2021-02.pdf,2021_02_2.pdf,https://www.fenabrave.org.br/portal/files/2021_02_2.pdf,732095f9bf8d3139e030a834887d286ed6a3dd8d3ea2dda79f29a67637d7f16c,589025,2026-09-12T00:59:46+00:00
2021-03,dados/bruto/pdf/2021-03.pdf,2021_03_2.pdf,https://www.fenabrave.org.br/portal/files/2021_03_2.pdf,15fd22f671f1d806e823adc567c0f4ef67e87bf33a456e46b2225237019ef873,3564870,2026-09-12T00:59:55+00:00
2021-04,dados/bruto/pdf/2021-04.pdf,2021_04_2.pdf,https://www.fenabrave.org.br/portal/files/2021_04_2.pdf,ac731504cc56a9e9dc6836bc92a36ef16c4f52f13ecff5206d83ba923d08cee0,770019,2026-09-12T00:59:58+00:00
2021-05,dados/bruto/pdf/2021-05.pdf,2021_05_2.pdf,https://www.fenabrave.org.br/portal/files/2021_05_2.pdf,60e8c92053aef9f1e44a357d3ebe41aae26264b341340a7d8f63b3e9f2dac61c,841653,2026-09-12T01:00:01+00:00
2021-06,dados/bruto/pdf/2021-06.pdf,2021_06_2.pdf,https://www.fenabrave.org.br/portal/files/2021_06_2.pdf,59c53685aa054982209c0c1ef2a819064a827737cf17aabb75d033d489632b53,11680850,2026-09-12T01:00:18+00:00
2021-07,dados/bruto/pdf/2021-07.pdf,2021_07_2.pdf,https://www.fenabrave.org.br/portal/files/2021_07_2.pdf,47fbf19a14560b66329d508887dc85bb3ee8c8bfb5b45b0416dc9b792d96ae11,700784,2026-09-12T01:00:20+00:00
2021-08,dados/bruto/pdf/2021-08.pdf,2021_08_2.pdf,https://www.fenabrave.org.br/portal/files/2021_08_2.pdf,5b2442475136a0882a2fba7366cec02410024ce7ec9ff8efb331089c55b2a96b,827654,2026-09-12T01:00:24+00:00
2021-09,dados/bruto/pdf/2021-09.pdf,2021_09_2.pdf,https://www.fenabrave.org.br/portal/files/2021_09_2.pdf,16c67256ee341309ef09acbfacca67c0caa1da4ff3753fd094092b2d9d63f036,827795,2026-09-12T01:00:27+00:00
2021-10,dados/bruto/pdf/2021-10.pdf,2021_10_2.pdf,https://www.fenabrave.org.br/portal/files/2021_10_2.pdf,e58ede3704bb23a0a32ff965fecf2d846a260dd100b628af53617d6d0339d8b0,829061,2026-09-12T01:00:30+00:00
2021-11,dados/bruto/pdf/2021-11.pdf,2021_11_2.pdf,https://www.fenabrave.org.br/portal/files/2021_11_2.pdf,c76921e8b59a8d0638c66c9a7756c097bb22c6c79d4cad725e538f5222b36b69,2859290,2026-09-12T01:00:38+00:00
2021-12,dados/bruto/pdf/2021-12.pdf,2021_12_2.pdf,https://www.fenabrave.org.br/portal/files/2021_12_2.pdf,4e4efd3050cc61ab092e2a13d6ec4ac46ef7589a44e75d0603b40e3465334451,2793936,2026-09-12T01:00:45+00:00
2022-01,dados/bruto/pdf/2022-01.pdf,2022_01_2.pdf,https://www.fenabrave.org.br/portal/files/2022_01_2.pdf,b7234b6fd433e4033649376888c161bf2ef535982e1c483c39efc214db22a081,4540507,2026-09-12T01:00:56+00:00
2022-02,dados/bruto/pdf/2022-02.pdf,2022_02_2.pdf,https://www.fenabrave.org.br/portal/files/2022_02_2.pdf,a3f3d98ce107ebde1b2ffd6a535fdf4cc19c8b5b04a98bd9157bcba3be368eab,2827171,2026-09-12T01:01:04+00:00
2022-03,dados/bruto/pdf/2022-03.pdf,2022_03_2.pdf,https://www.fenabrave.org.br/portal/files/2022_03_2.pdf,14e08f9212574fc1156b34dfe186d988304ea705a0ca12a4340b3aaf5ddacf93,2821560,2026-09-12T01:01:12+00:00
2022-04,dados/bruto/pdf/2022-04.pdf,2022_04_2.pdf,https://www.fenabrave.org.br/portal/files/2022_04_2.pdf,1c231a9ffc0feffd8c84c8c2f907dfe06bda4ca1112aff34a5041b63ed8d5a03,2843144,2026-09-12T01:01:18+00:00
2022-05,dados/bruto/pdf/2022-05.pdf,2022_05_2.pdf,https://www.fenabrave.org.br/portal/files/2022_05_2.pdf,b2aafc2c884b55589a2e108e2ae4d3deb3e9e0ea6c2bfb182bd78faa7f30edd2,2845374,2026-09-12T01:01:26+00:00
2022-06,dados/bruto/pdf/2022-06.pdf,2022_06_2.pdf,https://www.fenabrave.org.br/portal/files/2022_06_2.pdf,913c8e3b4c8116b8373110d3409c5718f21baa17b54d5850dfdeeb69f0f0c445,2842663,2026-09-12T01:01:34+00:00
2022-07,dados/bruto/pdf/2022-07.pdf,2022_07_2.pdf,https://www.fenabrave.org.br/portal/files/2022_07_2.pdf,58f62c55e5bb45216da79e437e92d88f9846da904740e5136d77569ded1ff128,2800987,2026-09-12T01:01:40+00:00
2022-08,dados/bruto/pdf/2022-08.pdf,2022_08_2.pdf,https://www.fenabrave.org.br/portal/files/2022_08_2.pdf,a2420891faf46651cf813e4e8c165281deceb37bfda95a56b1ba4ebf4e250bdc,2956209,2026-09-12T01:01:47+00:00
2022-09,dados/bruto/pdf/2022-09.pdf,2022_09_2.pdf,https://www.fenabrave.org.br/portal/files/2022_09_2.pdf,5625926a3b35562866acb19985a6ae304b513dcf74175ba5af46c487b44c4099,2931495,2026-09-12T01:01:54+00:00
2022-10,dados/bruto/pdf/2022-10.pdf,2022_10_2.pdf,https://www.fenabrave.org.br/portal/files/2022_10_2.pdf,db5aa2546e26ced669ae8f11fc55574a0d66de7a192b1037adc431828722c7eb,2892617,2026-09-12T01:02:01+00:00
2022-11,dados/bruto/pdf/2022-11.pdf,2022_11_2.pdf,https://www.fenabrave.org.br/portal/files/2022_11_2.pdf,ad889f4e710b55bf9449dce2630f8147eebd96532c2273b7fd31517775d8614a,2836107,2026-09-12T01:02:07+00:00
2022-12,dados/bruto/pdf/2022-12.pdf,2022_12_2.pdf,https://www.fenabrave.org.br/portal/files/2022_12_2.pdf,45e84563339ca62e1c9b9106542f0f5e7e1a445b931d34effffb1006306946d0,2807236,2026-09-12T01:02:12+00:00
2023-01,dados/bruto/pdf/2023-01.pdf,2023_01_2.pdf,https://www.fenabrave.org.br/portal/files/2023_01_2.pdf,9344dd3c07f70b833f1b608201eba615f02fa2552a23592e49c60b27898216f4,2825183,2026-09-12T01:02:19+00:00
2023-02,dados/bruto/pdf/2023-02.pdf,2023_02_2.pdf,https://www.fenabrave.org.br/portal/files/2023_02_2.pdf,374f98f5a40a3e878ec3a8dd32f74e4ba45fbe0664ebc8e86f1645a6f10d2aba,2811822,2026-09-12T01:02:25+00:00
2023-03,dados/bruto/pdf/2023-03.pdf,2023_02_3.pdf,https://www.fenabrave.org.br/portal/files/2023_02_3.pdf,151d80435ddd64c9d0fdeff37a6a7b36e0334374e5acf977ad82683011bc81c1,2833837,2026-09-12T01:02:33+00:00
2023-04,dados/bruto/pdf/2023-04.pdf,2023_04_2.pdf,https://www.fenabrave.org.br/portal/files/2023_04_2.pdf,ac2a244689a52b1b283fa7e38f019e118d9b9836ff74eec277d2dae9ab33e020,2886279,2026-09-12T01:02:38+00:00
2023-05,dados/bruto/pdf/2023-05.pdf,2023_05_2.pdf,https://www.fenabrave.org.br/portal/files/2023_05_2.pdf,3153b8453bed13d125ac6532fd5528d50ac471af6ee8b7f6e41f08045fa92d44,2976974,2026-09-12T01:02:42+00:00
2023-06,dados/bruto/pdf/2023-06.pdf,2023_06_2.pdf,https://www.fenabrave.org.br/portal/files/2023_06_2.pdf,ce0a721209400bbc841487cf0a79399b693ab0873ff772d7a797754b7eb23d8e,2873273,2026-09-12T01:02:48+00:00
2023-07,dados/bruto/pdf/2023-07.pdf,2023_07_2.pdf,https://www.fenabrave.org.br/portal/files/2023_07_2.pdf,fba7d45b72f6f9155a492885403739e84a1cb6a108e9bf5e1507ddd7612210c8,2838199,2026-09-12T01:02:56+00:00
2023-08,dados/bruto/pdf/2023-08.pdf,2023_08_2.pdf,https://www.fenabrave.org.br/portal/files/2023_08_2.pdf,6c9460d314f6c04e0b391e8e1a2799d84687b4c09b3391303fb9c0d485acdaf9,2938894,2026-09-12T01:03:01+00:00
2023-09,dados/bruto/pdf/2023-09.pdf,2023_09_2.pdf,https://www.fenabrave.org.br/portal/files/2023_09_2.pdf,b4db3914b3705ee0d95dd3664c92eed2c187600527f6a252a7627559b073ea92,7184218,2026-09-12T01:03:14+00:00
2023-10,dados/bruto/pdf/2023-10.pdf,2023_10_2.pdf,https://www.fenabrave.org.br/portal/files/2023_10_2.pdf,15776fd7e13f8dd3b0d010805efc3ddb6106ad2ee01ad2e11b456645350cbfdc,2864567,2026-09-12T01:03:20+00:00
2023-11,dados/bruto/pdf/2023-11.pdf,2023_11_2.pdf,https://www.fenabrave.org.br/portal/files/2023_11_2.pdf,5d8a33baf63bbfc133b8d39699e678427e320c65ec013ba8a06494ce0a8512b4,2917037,2026-09-12T01:03:27+00:00
2023-12,dados/bruto/pdf/2023-12.pdf,2023_12_2.pdf,https://www.fenabrave.org.br/portal/files/2023_12_2.pdf,88fb03206a78bb13ccc903442273e4aa9b7464e527cd3f86645c5d7d703df0b2,2913160,2026-09-12T01:03:32+00:00
2024-01,dados/bruto/pdf/2024-01.pdf,2024_01_02.pdf,https://www.fenabrave.org.br/portal/files/2024_01_02.pdf,126d321bdc4a38bf30586a9ab70db396b844bc7244b7d05e5ca69e4eb5742fec,3469588,2026-09-12T01:03:39+00:00
2024-02,dados/bruto/pdf/2024-02.pdf,2024_02_02.pdf,https://www.fenabrave.org.br/portal/files/2024_02_02.pdf,36fd3d02e3d521c39661b5377c806124a7877802bb3a96d905898f384b525901,16048250,2026-09-12T01:04:01+00:00
2024-03,dados/bruto/pdf/2024-03.pdf,2024_03_02.pdf,https://www.fenabrave.org.br/portal/files/2024_03_02.pdf,934fa9f7f35fca32a0923636565700b3894c78bf77d3db062a0e0629e497e050,3430017,2026-09-12T01:04:07+00:00
2024-04,dados/bruto/pdf/2024-04.pdf,2024_04_02.pdf,https://www.fenabrave.org.br/portal/files/2024_04_02.pdf,1b563db066d63e06214fb610c851d0013b84ac73eb2675af7589a28882bab3d8,3418214,2026-09-12T01:04:14+00:00
2024-05,dados/bruto/pdf/2024-05.pdf,2024_05_02.pdf,https://www.fenabrave.org.br/portal/files/2024_05_02.pdf,d9aa48863d84ec2c23cc9a1efd24115693cc4c78202a262b5cba49a25ff138fa,3452588,2026-09-12T01:04:22+00:00
2024-06,dados/bruto/pdf/2024-06.pdf,2024_06_02.pdf,https://www.fenabrave.org.br/portal/files/2024_06_02.pdf,183fb18398f3bb0d88adcab334d095d1e64886a16ff19129021a331ba146fed2,3617645,2026-09-12T01:04:30+00:00
2024-07,dados/bruto/pdf/2024-07.pdf,2024_07_02.pdf,https://www.fenabrave.org.br/portal/files/2024_07_02.pdf,516b5cbba14ef287d24eab3ad943666890da4c9acded91119c6ce36b7183efef,3359967,2026-09-12T01:04:38+00:00
2024-08,dados/bruto/pdf/2024-08.pdf,2024_08_02.pdf,https://www.fenabrave.org.br/portal/files/2024_08_02.pdf,fe1ff84bd2ab8ba875f7727f7fb564942fbe0d6a4080a3b76ea8bd5855f418fd,3345184,2026-09-12T01:04:44+00:00
2024-09,dados/bruto/pdf/2024-09.pdf,2024_09_02.pdf,https://www.fenabrave.org.br/portal/files/2024_09_02.pdf,47c9c0caf829d5d73d126716bc9377c616aa51d4fdc30fe185a00009aeee056f,3525425,2026-09-12T01:04:50+00:00
2024-10,dados/bruto/pdf/2024-10.pdf,2024_10_02.pdf,https://www.fenabrave.org.br/portal/files/2024_10_02.pdf,6c51d968719ce80a459e0f4c6e2c58d6db646c0964b8a617310d2784d6932182,3597787,2026-09-12T01:04:56+00:00
2024-11,dados/bruto/pdf/2024-11.pdf,2024_11_02.pdf,https://www.fenabrave.org.br/portal/files/2024_11_02.pdf,d9b8004d2380c5cff97898315461375cf16d5ef5eb57853a8bf46dc21c542683,2939209,2026-09-12T01:05:03+00:00
2024-12,dados/bruto/pdf/2024-12.pdf,2024_12_02.pdf,https://www.fenabrave.org.br/portal/files/2024_12_02.pdf,3598be43151157b002d7b74dc3f7d2d8e6c243ba06261f869236bb43ac20d8e0,3537890,2026-09-12T01:05:11+00:00
2025-01,dados/bruto/pdf/2025-01.pdf,2025_01_02.pdf,https://www.fenabrave.org.br/portal/files/2025_01_02.pdf,2da3555ec039c1d2968271f9e191404fd3381c5552b16d759391b8041aefe4ae,2994873,2026-09-12T01:05:17+00:00
2025-02,dados/bruto/pdf/2025-02.pdf,2025_02_02.pdf,https://www.fenabrave.org.br/portal/files/2025_02_02.pdf,d62259f6cf1c8d648b3191e212ff9cc841e71f5311ab10fc1a781821eb408d96,4830876,2026-09-12T01:05:28+00:00
2025-03,dados/bruto/pdf/2025-03.pdf,2025_03_02.pdf,https://www.fenabrave.org.br/portal/files/2025_03_02.pdf,96e72418cef0319b96aa160346201596c1e4c92d0c0623385fa397d6558e6899,4884840,2026-09-12T01:05:36+00:00
2025-04,dados/bruto/pdf/2025-04.pdf,2025_04_02.pdf,https://www.fenabrave.org.br/portal/files/2025_04_02.pdf,44c72d0f4ce5bd5f6a5130368739beb35de7581bc9a9853d8eacbc02b9392724,4915362,2026-09-12T01:05:45+00:00
2025-05,dados/bruto/pdf/2025-05.pdf,2025_05_02.pdf,https://www.fenabrave.org.br/portal/files/2025_05_02.pdf,5fb298f09ae90fa18a83472e720a48cdf9571beeed471403100e510da7e0fbf5,4929187,2026-09-12T01:05:57+00:00
2025-06,dados/bruto/pdf/2025-06.pdf,2025_06_02.pdf,https://www.fenabrave.org.br/portal/files/2025_06_02.pdf,808e7709ae09ec9bae4450a5990123f440aa1acca54136e920af4597fbae8ce1,4976188,2026-09-12T01:06:05+00:00
2025-07,dados/bruto/pdf/2025-07.pdf,2025_07_02.pdf,https://www.fenabrave.org.br/portal/files/2025_07_02.pdf,cd938bbba2cc7adf703c2571d1fbc6c9179e5ae437c8709721a480d606bd88a9,2935955,2026-09-12T01:06:11+00:00
2025-08,dados/bruto/pdf/2025-08.pdf,2025_08_02.pdf,https://www.fenabrave.org.br/portal/files/2025_08_02.pdf,548a50828dc0db8061461f0522ac609028610f64ec21c8f9f5cbde38f4397d30,3010235,2026-09-12T01:06:17+00:00
2025-09,dados/bruto/pdf/2025-09.pdf,2025_09_02.pdf,https://www.fenabrave.org.br/portal/files/2025_09_02.pdf,f11030baad417c40708a65e50848385791d1e3791dd0b1d83402f5b258b4e9d5,3084767,2026-09-12T01:06:24+00:00
2025-10,dados/bruto/pdf/2025-10.pdf,2025_10_02.pdf,https://www.fenabrave.org.br/portal/files/2025_10_02.pdf,1b598a9410be4e7131663a6e9ea2bef62a3f330b7e1868f108f2cf7f8190cdcc,3031357,2026-09-12T01:06:33+00:00
2025-11,dados/bruto/pdf/2025-11.pdf,2025_11_02.pdf,https://www.fenabrave.org.br/portal/files/2025_11_02.pdf,48324055aa809d52ca44eb9435207712e6e72aeb40f9d82f3d1113aee925992f,2858597,2026-09-12T01:06:38+00:00
2025-12,dados/bruto/pdf/2025-12.pdf,2025_12_02.pdf,https://www.fenabrave.org.br/portal/files/2025_12_02.pdf,a0be3dcbd504f3774d3facba7882eeccac82b683aeedd5ee1531cb1a05d43eab,2924886,2026-09-12T01:06:44+00:00
2026-01,dados/bruto/pdf/2026-01.pdf,2026_01_02.pdf,https://www.fenabrave.org.br/portal/files/2026_01_02.pdf,0300494d57f731299645439742fda9484d5cc35637ec7902ae5cb59ce696dbe4,4831101,2026-09-12T01:06:54+00:00
2026-02,dados/bruto/pdf/2026-02.pdf,2026_02_02.pdf,https://www.fenabrave.org.br/portal/files/2026_02_02.pdf,e7d962b956607b7f0005ad0edda8faad5dc2e397381f003bb3b0e257f01808cd,2868846,2026-09-12T01:07:01+00:00
2026-03,dados/bruto/pdf/2026-03.pdf,2026_03_02.pdf,https://www.fenabrave.org.br/portal/files/2026_03_02.pdf,2127128785ae5266c384b83e0627299d2e37176f01c3d12fe366f40e708a4515,3000787,2026-09-12T01:07:06+00:00
2026-04,dados/bruto/pdf/2026-04.pdf,2026_04_02.pdf,https://www.fenabrave.org.br/portal/files/2026_04_02.pdf,c0645d4fe2ee5254881a8ba029ef954d345531814278d7a6875f012f89229184,2984525,2026-09-12T01:07:12+00:00
2026-05,dados/bruto/pdf/2026-05.pdf,2026_05_02.pdf,https://www.fenabrave.org.br/portal/files/2026_05_02.pdf,09bb4774998a7cec362b38d54689c3a9a0e97543d9e396fd832ad5529d485d0c,3022390,2026-09-12T01:07:21+00:00
2026-06,dados/bruto/pdf/2026-06.pdf,2026_06_02.pdf,https://www.fenabrave.org.br/portal/files/2026_06_02.pdf,8c9f0e6ce9b0ebd43a201f13eb827de8fcd73543d8adffee671e058aa187ffb7,2992072,2026-09-12T01:07:26+00:00
2026-07,dados/bruto/pdf/2026-07.pdf,2026_07_02.pdf,https://www.fenabrave.org.br/portal/files/2026_07_02.pdf,996d04f814bd176381a50bbc373c5c55a83e56d491eec05ff369e4df297b5a53,2920113,2026-09-12T01:07:33+00:00
2026-08,dados/bruto/pdf/2026-08.pdf,2026_08_02.pdf,https://www.fenabrave.org.br/portal/files/2026_08_02.pdf,299260bb4bdcf7754fe1d58bd41916368c19e749445d42c3b70e48ac2f1ee630,3039776,2026-09-12T01:07:40+00:00
